brand,carName,carImg,saleVolume,price,muanfactuer,rank,carModel,energeType,marketTime,insure
创维汽车,创维EV6,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/2aee6b1ce476409b809d1833fc185283~tplv-resize:640:0.png,657,"[13.98, 32.98]",创维汽车,341,中型SUV,纯电动,2024.07,5年或15万公里
飞凡汽车,飞凡F7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/05418ae564404a428099f08313bb880d~tplv-resize:640:0.png,656,"[18.99, 27.49]",飞凡汽车,342,中大型车,纯电动,2023.11,5年或12万公里
北京汽车,北京EU5,https://p9-dcd.byteimg.com/img/motor-mis-img/fac9641308c9c3c9b23765bdcbdd6697~tplv-resize:640:0.png,655,"[8.99, 13.19]",北京汽车,343,紧凑型车,纯电动,2022.09,3年或12万公里
理想汽车,理想MEGA,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/d0437ce51fc94ffb8c4d700c169ce3f5~tplv-resize:640:0.png,654,"[52.98, 52.98]",理想汽车,344,大型MPV,纯电动,2024.03,5年或10万公⾥
本田,雅阁 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/22cc55c748b24c929e94f9ab5fe5b4f2~tplv-resize:640:0.png,651,"[16.58, 19.88]",广汽本田,345,中型车,插电式混合动力,2024.01,3年或10万公里
别克,别克E5,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/433e3405bbac450d83a939bd75ae6c16~tplv-resize:640:0.png,651,"[15.99, 18.19]",上汽通用别克,346,中大型SUV,纯电动,2024.02,终身质保(首任非运营车主)
吉利银河,银河E5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7dfb9003d5cd4fac8050640893630cc1~tplv-resize:640:0.png,645,"[10.98, 14.58]",吉利银河,347,紧凑型SUV,纯电动,2024.08,6年或15万公里
雪铁龙,凡尔赛C5 X,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fbb2febc93054b269bd8eeb04935102c~tplv-resize:640:0.png,645,"[13.17, 17.47]",东风雪铁龙,348,中型车,汽油,2024.04,5年或15万公里
比亚迪,秦EV,https://p3-dcd.byteimg.com/img/motor-mis-img/1c7a3356986a77510a0b53855fb5a868~tplv-resize:640:0.png,621,"[15.58, 16.98]",比亚迪,350,紧凑型车,纯电动,2024.07,6年或60万公里
东风风行,风行S50 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/7dc51c86c5c6d2541cadc95dcf4aa5d0~tplv-resize:640:0.png,618,"[13.09, 14.99]",东风风行,351,紧凑型车,纯电动,2023.08,8年或16万公里
五菱汽车,凯捷Victory,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5564c09fd91040f0984815b9669d6763~tplv-resize:640:0.png,617,"[8.58, 12.98]",上汽通用五菱,352,紧凑型MPV,汽油,2023.11,3年或10万公里
本田,本田UR-V,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/f475084cc3e44000a686ed8f7a955963~tplv-resize:640:0.png,614,"[17.68, 25.98]",东风本田,353,中型SUV,汽油,2023.06,3年或10万公里
奇瑞,瑞虎3x,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/824cad6766644142b83d4b33b9a3e824~tplv-resize:640:0.png,613,"[4.69, 6.69]",奇瑞汽车,354,小型SUV,汽油,2024.04,3年或10万公里
凯翼,炫界,https://p3-dcd.byteimg.com/img/motor-mis-img/2666dff05b9d5813ff3dcfff49862beb~tplv-resize:640:0.png,612,"[6.39, 9.49]",凯翼汽车,355,小型SUV,汽油,2024.02,3年或10万公里
起亚,起亚EV5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8c0e92457a3c418d96d170d35af6afd6~tplv-resize:640:0.png,606,"[14.98, 22.58]",起亚,356,紧凑型SUV,纯电动,2023.11,5年或10万公里
宝骏,悦也,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/89571c98d16249bfa17a9e614ecedea0~tplv-resize:640:0.png,599,"[7.78, 8.98]",上汽通用五菱,357,小型SUV,纯电动,2024.04,3年或10万公里
领克,领克09,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0517b57f07fd4c3ca9827b8ea279ec51~tplv-resize:640:0.png,595,"[23.48, 23.48]",领克,358,中大型SUV,48V轻混系统,2024.04,5年或10万公里
凯迪拉克,凯迪拉克XT4,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0a4bbf84f21a4ef991576b8619a433a1~tplv-resize:640:0.png,585,"[17.97, 21.57]",上汽通用凯迪拉克,359,紧凑型SUV,48V轻混系统,2023.05,3年不限公里
宝骏,宝骏KiWi EV,https://p3-dcd.byteimg.com/img/motor-mis-img/efdc6c8ac11f8f256a1a69c114935b01~tplv-resize:640:0.png,580,"[7.48, 7.98]",上汽通用五菱,360,微型车,纯电动,2022.09,3年或6万公里
奥迪,奥迪Q5L Sportback,https://p3-dcd.byteimg.com/img/motor-mis-img/2cc4f8515f1b80e13dab5fa1e84196f9~tplv-resize:640:0.png,579,"[28.51, 32.76]",一汽奥迪,361,中型SUV,汽油,2023.10,3年或10万公里
阿维塔,阿维塔 11,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/83e370fa77b64c78a65c707b76b7415c~tplv-resize:640:0.png,573,"[29.58, 38.58]",阿维塔科技,362,中大型SUV,纯电动,2024.04,5年或12万公里
凯迪拉克,凯迪拉克XT6,https://p3-dcd.byteimg.com/img/motor-mis-img/6d647af5a9e836b52664a4b0e679b4ea~tplv-resize:640:0.png,567,"[31.27, 42.97]",上汽通用凯迪拉克,363,中大型SUV,48V轻混系统,2021.08,3年不限公里
马自达,马自达CX-50行也,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/cd69fe0e126842e7ac2d6c942972143f~tplv-resize:640:0.png,563,"[14.48, 22.48]",长安马自达,364,紧凑型SUV,汽油,2024.03,3年或10万公里
奥迪,奥迪Q2L,https://p9-dcd.byteimg.com/img/motor-mis-img/0e16b77226dca6112ea3d2b8e2e7d9d5~tplv-resize:640:0.png,560,"[13.81, 16.18]",一汽奥迪,365,小型SUV,汽油,2023.08,3年或10万公里
长安欧尚,奔奔E-Star,https://p3-dcd.byteimg.com/img/motor-mis-img/5a66c6bc0c1d71c7e6f68f53b902d1b9~tplv-resize:640:0.png,549,"[6.79, 6.79]",长安汽车,366,小型车,纯电动,2023.05,3年或12万公里
东风风光,风光580,https://p3-dcd.byteimg.com/img/motor-mis-img/81ce7abfa259e4a8e2764f1000f284d5~tplv-resize:640:0.png,539,"[7.99, 12.99]",东风小康,367,中型SUV,汽油,2021.11,7年或15万公里
江淮瑞风,瑞风M3,https://p3-dcd.byteimg.com/img/motor-mis-img/84b7fe67cf859ba3a518ab0d3d3bf073~tplv-resize:640:0.png,534,"[6.48, 12.79]",江汽集团,368,紧凑型MPV,油电混合,2023.12,3年或10万公里
大众,帕萨特PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/1304ba480eb5fec1b5059baef1a8762d~tplv-resize:640:0.png,530,"[16.32, 17.21]",上汽大众,369,中型车,插电式混合动力,2022.09,3年或10万公里
广汽传祺,传祺ES9 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c2e89470e4a04d169559f93e0890aa6a~tplv-resize:640:0.png,523,"[22.98, 26.98]",广汽传祺,370,中大型SUV,插电式混合动力,2024.06,5年或15万公里
长安,长安UNI-V 智电iDD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2795607979c740fa8e2e985fb2dc1a88~tplv-resize:640:0.png,522,"[10.99, 12.19]",长安汽车,371,紧凑型车,插电式混合动力,2024.04,3年或12万公里
远航汽车,远航H8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/13afc68b66ff4d8092ca3e27c715823c~tplv-resize:640:0.png,518,"[21.98, 36.98]",远航汽车,372,大型SUV,纯电动,2024.08,6年或16万公里
腾势,腾势D9 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7751ba552d384a5aa57d20cc58876b29~tplv-resize:640:0.png,516,"[37.98, 46.98]",腾势汽车,373,中大型MPV,纯电动,2024.03,6年或15万公里
宝骏,悦也Plus,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/742a281a4282435b85ea756d2c95539b~tplv-resize:640:0.png,509,"[9.38, 10.38]",上汽通用五菱,374,小型SUV,纯电动,2024.04,3年或10万公里
斯柯达,速派,https://p3-dcd.byteimg.com/img/motor-mis-img/2b48a7e90d9cc764cb4828a3de87e1f4~tplv-resize:640:0.png,507,"[17.49, 19.49]",上汽大众斯柯达,375,中型车,汽油,2023.11,3年或10万公里
奔腾,奔腾NAT,https://p3-dcd.byteimg.com/img/motor-mis-img/86e59b68321279091b353bb89ec0d411~tplv-resize:640:0.png,500,"[14.98, 16.48]",一汽奔腾,376,紧凑型MPV,纯电动,2023.02,3年或30万公里
红旗,红旗H9,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/3f7da5ac79454bc29ccd01565f19ec35~tplv-resize:640:0.png,488,"[25.98, 81]",一汽红旗,377,中大型车,48V轻混系统,2024.04,4年或10万公里
哈弗,哈弗H5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fe308dc65e0c4b218cd26a55fc3b8728~tplv-resize:640:0.png,485,"[11.78, 15.28]",长城汽车,378,大型SUV,汽油,2024.03,3年或10万公里
海马,海马7X,https://p3-dcd.byteimg.com/img/motor-mis-img/0ccdcce434e8438ddd85acf1f1502c03~tplv-resize:640:0.png,485,"[12.98, 16.38]",一汽海马,379,紧凑型MPV,汽油,2023.08,5年或10万公里
睿蓝汽车,枫叶60s,https://p3-dcd.byteimg.com/img/motor-mis-img/22ab00035ad9fd4ac71b8baf75aa7293~tplv-resize:640:0.png,482,"[7.98, 14.98]",睿蓝汽车,380,紧凑型车,纯电动,2023.03,1年或15万公里
长安,长安UNI-T,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/09a8092ecee34808ae45128f9d2adb1e~tplv-resize:640:0.png,478,"[10.39, 12.79]",长安汽车,381,紧凑型SUV,汽油,2023.07,3年或10万公里
红旗,红旗HQ9 PHEV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/c97f39fcbb28433aad656ad98ff3d6c8~tplv-resize:640:0.png,464,"[35.88, 53.88]",一汽红旗,382,中大型MPV,插电式混合动力,2024.04,4年或10万公里
名爵,MG4 EV,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/798b4dc1a776470c9d5ebf6dae3be966~tplv-resize:640:0.png,462,"[10.98, 17.98]",上汽集团,383,紧凑型车,纯电动,2023.09,3年或10万公里
沃尔沃,沃尔沃XC60 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/fc3ab417cc4308639925ee54f86c7419~tplv-resize:640:0.png,458,"[39.09, 46.39]",沃尔沃亚太,384,中型SUV,插电式混合动力,2024.07,3年不限公里
小鹏汽车,小鹏P5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a638941d454742058547308ebfab52d2~tplv-resize:640:0.png,457,"[13.19, 14.99]",小鹏汽车,385,紧凑型车,纯电动,2023.09,4年或10万公里
星途,星途揽月,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/1903393da3fb46bda1013b98b07e89d5~tplv-resize:640:0.png,457,"[19.39, 23.39]",星途,386,中大型SUV,汽油,2024.08,3年或10万公里
凯翼,凯翼拾月,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/d654726800a34ad197462e1a65864112~tplv-resize:640:0.png,453,"[5.39, 9.98]",凯翼汽车,387,微型车,纯电动,2023.11,3年或12万公里
奥迪,奥迪Q6,https://p3-dcd.byteimg.com/img/motor-mis-img/f2c6590230ea9e5dafc638dfb7091ab0~tplv-resize:640:0.png,450,"[37.16, 50.16]",上汽奥迪,388,中大型SUV,汽油,2024.01,3年或10万公里
北京,北京BJ60,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0087942025b04295b04efa7c84472d8b~tplv-resize:640:0.png,445,"[20.98, 25.58]",北京汽车,389,中大型SUV,48V轻混系统,2023.09,5年或15万公里
仰望,仰望U8,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6ab6732babb34e30b5e63c41a3eb5b08~tplv-resize:640:0.png,439,"[109.8, 109.8]",仰望,390,大型SUV,增程式,2024.04,6年或15万公里
凯翼,凯翼昆仑iHD,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/b23daeb884224c29bfd6c1c82ba6db1e~tplv-resize:640:0.png,436,"[10.99, 17.99]",凯翼汽车,391,中型SUV,插电式混合动力,2024.08,4年或10万公里
北京汽车,北京X7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/67658ecc813347a7ac755fe72b5123ad~tplv-resize:640:0.png,429,"[9, 11]",北京汽车,392,紧凑型SUV,汽油,2024.03,5年或10万公里
东风风神,皓极,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/68b2913fe7a54330b67436f95718fb7e~tplv-resize:640:0.png,417,"[9.99, 14.69]",东风乘用车,393,紧凑型SUV,汽油,2023.10,3年或10万公里
江铃集团新能源,易至EV3,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/85b368807a6e4a4384b8b605eebe55bf~tplv-resize:640:0.png,417,"[5.28, 6.68]",江铃集团新能源,394,微型车,纯电动,2024.07,3年或6万公里
雪铁龙,天逸 C5 AIRCROSS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c93b0bba962f40328e628f302b03c6d6~tplv-resize:640:0.png,383,"[13.27, 17.77]",东风雪铁龙,395,紧凑型SUV,汽油,2024.07,5年或15万公里
凯迪拉克,凯迪拉克CT6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/1effd18860ed46a9873ed3b7e2552f7b~tplv-resize:640:0.png,382,"[30.47, 41.47]",上汽通用凯迪拉克,396,中大型车,汽油,2023.05,3年不限公里
五菱汽车,五菱征程,https://p9-dcd.byteimg.com/img/motor-mis-img/14a5f4d31b2390bbe29d1e2ed5c86725~tplv-resize:640:0.png,379,"[6.98, 9.08]",上汽通用五菱,397,中大型MPV,汽油,2022.09,3年或6万公里
沃尔沃,沃尔沃XC40,https://p3-dcd.byteimg.com/img/motor-mis-img/6a1caf1b4b697cab56088b3ebb92180c~tplv-resize:640:0.png,377,"[18.5, 26.5]",沃尔沃亚太,398,紧凑型SUV,48V轻混系统,2024.06,3年不限公里
东风风光,风光500,https://p3-dcd.byteimg.com/img/motor-mis-img/e70c2c39ab8b0a1e6e4d38c67e96c92f~tplv-resize:640:0.png,370,"[6.18, 8.58]",东风小康,399,紧凑型SUV,汽油,2021.08,7年或15万公里
大众,探岳X,https://p3-dcd.byteimg.com/img/motor-mis-img/2354614b33fc510dcae00876a4a23d77~tplv-resize:640:0.png,370,"[18.29, 21.29]",一汽大众,400,中型SUV,汽油,2023.03,3年或10万公里
中国重汽VGV,VGV U70,https://p3-dcd.byteimg.com/img/motor-mis-img/8962f78d7a160bfa32466bf7fc4be7ee~tplv-resize:640:0.png,366,"[7.79, 11.89]",中国重汽VGV,401,中型SUV,汽油,2021.01,7年或15万公里
凌宝汽车,凌宝Uni,https://p3-dcd.byteimg.com/img/motor-mis-img/f0549e706e22b4bef069b9e470c55ff3~tplv-resize:640:0.png,361,"[2.98, 4.18]",吉麦新能源,402,微型车,纯电动,2023.03,3年或10万公里
哈弗,哈弗枭龙MAX,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/94de8037fafe42d78886694b51b82c12~tplv-resize:640:0.png,352,"[14.98, 17.38]",长城汽车,403,中型SUV,插电式混合动力,2023.05,6年或15万公里
长安,逸动EV,https://p3-dcd.byteimg.com/img/motor-mis-img/436afddc96adbf1bea9ad5e693d13a35~tplv-resize:640:0.png,351,"[14.99, 14.99]",长安汽车,404,紧凑型车,纯电动,2024.01,1年或12万公里
奥迪,奥迪Q5 e-tron,https://p3-dcd.byteimg.com/img/motor-mis-img/6a288e43d3e85af91ecebda0776126cb~tplv-resize:640:0.png,350,"[25.35, 34.55]",上汽奥迪,405,中大型SUV,纯电动,2024.05,3年或10万公里
大运,悦虎,https://p9-dcd.byteimg.com/img/motor-mis-img/734908e2eb6373bc7e736fae703e25f6~tplv-resize:640:0.png,350,"[5.38, 7.7]",大运汽车,406,小型SUV,纯电动,2023.06,3年或12万公里
吉利汽车,星瑞L,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/00919a7f53f64b5a8458267e3ced78f9~tplv-resize:640:0.png,337,"[11.97, 13.97]",吉利汽车,407,紧凑型车,油电混合,2023.12,5年或15万公里
北京汽车,魔方,https://p9-dcd.byteimg.com/img/motor-mis-img/6484b5e44861629ef049ac3c1ce3635b~tplv-resize:640:0.png,337,"[8.49, 11.69]",北京汽车,408,紧凑型SUV,汽油,2024.03,5年或10万公里
昊铂,昊铂GT,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/9e69c314c8674619b07ab21da1c9f31b~tplv-resize:640:0.png,336,"[18.99, 25.99]",广汽埃安新能源,409,中大型车,纯电动,2024.06,6年或15万公里
奇瑞新能源,艾瑞泽e,https://p3-dcd.byteimg.com/img/motor-mis-img/801fac00fa4a0818fc25e1fc20372dda~tplv-resize:640:0.png,330,"[15.18, 15.68]",奇瑞新能源,410,紧凑型车,纯电动,2023.08,1年或10万公里
魏牌,高山,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e103bde0f6544d958a6284658161c38f~tplv-resize:640:0.png,328,"[30.58, 37.58]",长城汽车,411,中大型MPV,插电式混合动力,2023.10,6年或15万公里
奔腾,奔腾T77,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/208b41b8440a4604b8b663b5a81cfae1~tplv-resize:640:0.png,328,"[11.48, 12.38]",一汽奔腾,412,紧凑型SUV,汽油,2022.12,3年或10万公里
极石汽车,极石01,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e61b5702879c422bb768326b2b69a896~tplv-resize:640:0.png,327,"[29.99, 35.99]",北京汽车制造厂,413,中大型SUV,增程式,2024.08,5年或10万公里
本田,本田CR-V PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0047a45a573a45fcbfe7e58c31d36acd~tplv-resize:640:0.png,325,"[17.09, 21.49]",东风本田,414,紧凑型SUV,插电式混合动力,2023.03,3年或10万公里
奔腾,奔腾T90,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/0f4e570b09094ad188f309de0dd5ae96~tplv-resize:640:0.png,324,"[9.5, 14.2]",一汽奔腾,415,紧凑型SUV,汽油,2023.06,3年或10万公里
凯迪拉克,IQ傲歌,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/63529507cdcd4edd873e149c1ae05bae~tplv-resize:640:0.png,321,"[23.97, 26.97]",上汽通用凯迪拉克,416,中型SUV,纯电动,2024.04,3年不限公里
大众,ID.6 CROZZ,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/bfe72d8d82e24fab93410c6b07179b38~tplv-resize:640:0.png,317,"[19.69, 27.49]",一汽大众,417,中大型SUV,纯电动,2023.09,3年或10万公里
凯翼,凯翼昆仑,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2e9b4807525e49c98142a0af0b91b878~tplv-resize:640:0.png,315,"[9.99, 16.99]",凯翼汽车,418,中型SUV,汽油,2024.06,4年或10万公里
智己汽车,智己LS7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/54f6f3a1df194fefb451ad6404921f0a~tplv-resize:640:0.png,312,"[27.98, 44.98]",智己汽车,420,中大型SUV,纯电动,2024.06,5年或15万公里
思皓,思皓花仙子,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/7a7c73fd87fe459f9f75a1ebdcf7c74a~tplv-resize:640:0.png,302,"[5.99, 7.29]",江汽集团,421,微型车,纯电动,2022.11,3年或12万公里
本田,e:NP2 极湃2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/ee70fe92147b48e0b0dadf6640efa893~tplv-resize:640:0.png,295,"[13.98, 13.98]",广汽本田,423,紧凑型SUV,纯电动,2024.04,3年或12万公里
雪佛兰,探界者Plus,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/c72150584c9144fb94b1eaa81df2b464~tplv-resize:640:0.png,289,"[14.99, 17.99]",上汽通用雪佛兰,424,中型SUV,插电式混合动力,2024.04,3年或10万公里
比亚迪,元Pro,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/75aceda12312482a844f17861bbac469~tplv-resize:640:0.png,285,"[7.98, 9.78]",比亚迪,425,小型SUV,纯电动,2023.05,6年或15万公里
大众,迈腾GTE,https://p3-dcd.byteimg.com/img/motor-mis-img/aa0da3e462123203481abf9ce80822a1~tplv-resize:640:0.png,285,"[19.89, 21.39]",一汽大众,426,中型车,插电式混合动力,2021.12,3年或10万公里
奇瑞,风云T10,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/e11d68e3ace14875812b0566899c6142~tplv-resize:640:0.png,283,"[18.19, 22.19]",奇瑞汽车,427,中大型SUV,插电式混合动力,2024.07,3年或10万公里
丰田,凌尚,https://p9-dcd.byteimg.com/img/motor-mis-img/66e6bc900e196b8ffdb72e07bfe2b18e~tplv-resize:640:0.png,281,"[9.88, 12.88]",广汽丰田,428,紧凑型车,汽油,2024.07,3年或10万公里
奥迪,奥迪Q3 Sportback,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5bcc38dbfe224058a45bfccef3d561c4~tplv-resize:640:0.png,268,"[18.74, 21.83]",一汽奥迪,429,紧凑型SUV,汽油,2023.08,3年或10万公里
起亚,奕跑,https://p3-dcd.byteimg.com/img/motor-mis-img/3634d1e1b33e9b6c6c8163d55fcca20c~tplv-resize:640:0.png,264,"[5.88, 7.08]",起亚,430,小型SUV,汽油,2021.06,3年或10万公里
东风风光,风光330,https://p3-dcd.byteimg.com/img/motor-mis-img/6f7c31bce10482b0e6b2db15654441e8~tplv-resize:640:0.png,264,"[4.19, 6.88]",东风小康,431,紧凑型MPV,汽油,2023.10,7年或20万公里
蔚来,蔚来EC7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/885a4f39f1d84a7aadde3c114219c1dd~tplv-resize:640:0.png,262,"[45.8, 54.8]",蔚来,432,中大型SUV,纯电动,2024.02,3年或12万公里
斯柯达,柯米克GT,https://p3-dcd.byteimg.com/img/motor-mis-img/b107ac26e249c23a271698a4c770fb62~tplv-resize:640:0.png,257,"[11.99, 11.99]",上汽大众斯柯达,433,小型SUV,汽油,2023.11,3年或10万公里
沃尔沃,沃尔沃S90 PHEV,https://p3-dcd.byteimg.com/img/motor-mis-img/30c75f1e8d46ba045e0078395194ddb8~tplv-resize:640:0.png,255,"[37.99, 46.89]",沃尔沃亚太,434,中大型车,插电式混合动力,2023.06,3年不限公里
岚图,岚图追光 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/f403f07775ae4a8f8f23694d07236baa~tplv-resize:640:0.png,254,"[24.28, 26.78]",岚图汽车,435,中大型车,插电式混合动力,2023.12,5年或10万公里
睿蓝汽车,睿蓝7,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/34076f95094b48af8c6835540dd8227d~tplv-resize:640:0.png,253,"[11.77, 17.77]",睿蓝汽车,436,紧凑型SUV,纯电动,2024.06,6年或15万公里
东风纳米,纳米BOX,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/49485a6aaae1402388ea2f897d97f5a7~tplv-resize:640:0.png,234,"[4.87, 7.47]",东风汽车,437,小型SUV,纯电动,2023.04,3年或6万公里
东风风光,风光380,https://p9-dcd.byteimg.com/img/motor-mis-img/e87c65ae4c1e522f6a6e6c7eb2ed110d~tplv-resize:640:0.png,230,"[5.28, 6.08]",东风小康,438,微面,汽油,2022.06,3年或6万公里
坦克,坦克500,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/a36d53e3b7e6450e881067328a87d84b~tplv-resize:640:0.png,228,"[33.5, 39.5]",长城汽车,439,中大型SUV,48V轻混系统,2023.03,5年或15万公里
江淮瑞风,瑞风RF8 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/809daf18f7fc4be1b137dd84e32a34ab~tplv-resize:640:0.png,227,"[21.99, 25.99]",江汽集团,440,中大型MPV,插电式混合动力,2024.01,5年或10万公里
东风风光,风光S560,https://p9-dcd.byteimg.com/img/motor-mis-img/ff3d4636305ad260c3cb9258efcca985~tplv-resize:640:0.png,224,"[6.79, 7.89]",东风小康,441,紧凑型SUV,汽油,2023.12,7年或15万公里
本田,皓影 PHEV,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/fede19012b59405dbaf2cb12c3700cc0~tplv-resize:640:0.png,223,"[17.09, 21.49]",广汽本田,442,紧凑型SUV,插电式混合动力,2023.06,3年或10万公里
飞凡汽车,飞凡R7,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/0411511da1c7449094e840d419972f01~tplv-resize:640:0.png,222,"[18.49, 22.49]",飞凡汽车,443,中大型SUV,纯电动,2023.11,5年或12万公里
大众,途铠,https://p3-dcd.byteimg.com/img/motor-mis-img/c21b08981b849be7a38cfb49f038d530~tplv-resize:640:0.png,222,"[7.29, 11.89]",上汽大众,444,小型SUV,汽油,2023.05,3年或10万公里
荣威,荣威Ei5,https://p3-dcd.byteimg.com/img/motor-mis-img/f44c223bbfe4ddf0d92ef89139ae89bd~tplv-resize:640:0.png,221,"[15.28, 16.68]",上汽集团,445,紧凑型车,纯电动,2021.03,3年或10万公里
睿蓝汽车,睿蓝9,https://p9-dcd.byteimg.com/img/tos-cn-i-dcdx/7575b7c9d59f478391ec644c2ae07201~tplv-resize:640:0.png,219,"[12.99, 19.79]",睿蓝汽车,446,中型SUV,纯电动,2022.12,4年或15万公里
星途,星纪元 ES,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/4e67dfdcc50544daab873ab45cb4bb38~tplv-resize:640:0.png,216,"[19.59, 31.98]",星途,447,中大型车,纯电动,2024.08,4年或12万公里
长安,锐程PLUS,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/6de734d6685c494daee1c10272206263~tplv-resize:640:0.png,214,"[8.19, 10.49]",长安汽车,448,紧凑型车,汽油,2024.05,3年或10万公里
本田,猎光e:NS2,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/8ff010b33b2149b6bb8ba23802679638~tplv-resize:640:0.png,209,"[15.98, 17.98]",东风本田,449,紧凑型SUV,纯电动,2024.06, 3年或10万公里
荣威,荣威eRX5,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/e6c1c61db1b244cd87614a65ebe5ac0e~tplv-resize:640:0.png,207,"[13.59, 14.79]",上汽集团,450,紧凑型SUV,插电式混合动力,2022.08,3年或10万公里
吉利几何,吉利几何G6,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/2aa2a7143c4c4d849d972ea8ee260ca2~tplv-resize:640:0.png,204,"[11.78, 18.28]",吉利几何,451,紧凑型车,纯电动,2023.09,4年或12万公里
江淮钇为,爱跑,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/99c0e84612604e6bb00ed8b4c57a1ab5~tplv-resize:640:0.png,203,"[14.79, 18.99]",江汽集团,452,紧凑型车,纯电动,2024.03,3年或12万公里
凯迪拉克,凯迪拉克CT4,https://p3-dcd.byteimg.com/img/tos-cn-i-dcdx/5312e1be61924f1988aaf45a2d8bfbb0~tplv-resize:640:0.png,199,"[16.97, 20.97]",上汽通用凯迪拉克,453,中型车,汽油,2022.11,3年不限里程
岚图,岚图梦想家 EV,https://p3-dcd.byteimg.com/img/motor-mis-img/f555a18ac28d80c7e938d27b137da439~tplv-resize:640:0.png,195,"[30.99, 43.99]",岚图汽车,454,中大型MPV,纯电动,2024.03,5年或10万公里
